record_id,name,address,city,state,zipCode,phoneNumber,phoneNumber2,email,email2,totalBeds,availableBeds,serviceCountyOrArea,grantFiscalYear,visn,fain,addressVerified,description,notes,source_url,sourceDataset
SSVF26-SA-03396,Hopesource,,,WA,,(509) 925-1448,,info@hopesource.us,,,,Chelan County (WA),2026,VISN 20: Northwest Network,20-WA-338,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03397,Hopesource,,,WA,,(509) 925-1448,,info@hopesource.us,,,,Douglas County (WA),2026,VISN 20: Northwest Network,20-WA-338,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03398,Hopesource,,,WA,,(509) 925-1448,,info@hopesource.us,,,,Grant County (WA),2026,VISN 20: Northwest Network,20-WA-338,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03399,Hopesource,,,WA,,(509) 925-1448,,info@hopesource.us,,,,Kittitas County (WA),2026,VISN 20: Northwest Network,20-WA-338,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03400,Hopesource,,,WA,,(509) 925-1448,,info@hopesource.us,,,,Okanogan County (WA),2026,VISN 20: Northwest Network,20-WA-338,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03401,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Adams County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03402,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Alamosa County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03403,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Arapahoe County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03404,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Archuleta County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03405,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Baca County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03406,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Bent County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03407,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Boulder County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03408,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Broomfield County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03409,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Chaffee County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03410,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Cheyenne County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03411,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Clear Creek County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03412,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Conejos County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03413,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Costilla County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03414,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Crowley County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03415,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Custer County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03416,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Delta County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03417,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Denver County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03418,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Dolores County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03419,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Douglas County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03420,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Eagle County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03421,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,El Paso County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03422,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Elbert County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03423,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Fremont County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03424,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Garfield County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03425,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Gilpin County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03426,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Grand County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03427,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Gunnison County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03428,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Hinsdale County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03429,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Huerfano County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03430,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Jackson County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03431,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Jefferson County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03432,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Kiowa County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03433,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Kit Carson County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03434,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,La Plata County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03435,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Lake County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03436,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Larimer County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03437,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Las Animas County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03438,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Lincoln County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03439,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Logan County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03440,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Mesa County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03441,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Mineral County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03442,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Moffat County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03443,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Montezuma County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03444,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Montrose County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03445,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Morgan County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03446,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Otero County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03447,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Ouray County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-03448,Volunteers of America Colorado Branch,,,CO,,(720) 501-3367,(720) 501-3367,ssvfintake@voacolorado.org,ssvfintake@voacolorado.org,,,Park County (CO),2026,VISN 19: Rocky Mountain Network;VISN 22: Desert Pacific Healthcare Network,20-ZZ-092,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
